1.641215205,1.957746479
3.260460443,4.070422535
4.95414914,6.690140845
6.546944622,8.591549296
8.122364012,9.816901408
9.826798182,10.61971831
11.44455276,11.25352113
12.99504747,11.71830986
15.92936378,12.09859155
18.31945421,12.56338028
21.07043034,12.90140845
23.92674571,13.28169014
28.22618951,13.78873239
33.73015169,14.12676056
40.30301725,14.5915493
46.94640138,15.01408451
55.38428053,15.47887324
65.34577368,15.81690141
77.09065135,16.28169014
90.93995657,16.83098592
108.664979,17.25352113
124.9649181,17.76056338
145.5374956,18.3943662
167.3623688,18.94366197
190.0227835,19.49295775
213.0343644,19.95774648
241.8873284,20.46478873
281.7286991,21.01408451
336.6643504,21.35211268
412.7877811,21.43661972
