7.147705768,6.701525054
7.619815301,6.91503268
7.99425096,7.220043573
8.522275225,7.403050109
8.522275225,7.708061002
9.085175757,7.891067538
9.085175757,8.135076253
9.380418666,8.379084967
9.685256149,8.71459695
10.24275221,9.111111111
10.66050499,9.507625272
11.00694171,9.934640523
11.45586212,10.20915033
11.92309183,10.69716776
12.40937761,10.81917211
12.710618,11.21568627
13.12367768,11.52069717
14.79581488,12.2832244
15.27663766,12.49673203
16.94988151,13.01525054
17.50070546,13.10675381
19.26292449,13.50326797
21.37278471,13.7167756
23.52489955,13.89978214
25.48296748,14.08278867
28.04895377,14.11328976
32.3904265,14.38779956
36.51741273,14.60130719
40.84238653,14.81481481
44.95497679,14.99782135
49.08764783,15.21132898
53.60023165,15.4248366
57.59922854,15.60784314
65.98488201,15.91285403
74.98942093,16.30936819
83.20298146,16.61437908
92.3161699,17.01089325
100.8027133,17.22440087
108.3233848,17.37690632
117.339557,17.59041394
127.10618,17.59041394
136.589296,17.59041394
146.7799268,17.59041394
158.9969849,17.68191721
176.4118595,17.74291939
